;N070RIO_S02F;AD700100603226;3;;Rue du Paradis;;Rioz;70190;70447;931299.45269337;6707425.37396409;0155;ADRNIVX_0000000358328458;;;2018700447000AE0011;931299.776619798;6707419.57275551;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000E86CC7E7C66B2C411107EF5738965941;
;N070RIO_S02F;AD700100603228;26;;Rue du Général Charles de Gaulle;;Rioz;70190;70447;931348.776588398;6707427.99171271;0033;ADRNIVX_0000000278285855;;;2018700447000AE0014;931342.833479975;6707433.32643747;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000096FE9C8D296C2C41923878FF38965941;
;N070RIO_S02F;AD700100603229;24;;Rue du Général Charles de Gaulle;;Rioz;70190;70447;931364.069751381;6707441.0804558;0033;ADRNIVX_0000000278285853;;;2018700447000AE0055;931365.323093868;6707445.57518142;;;;;2;0;2;0;2;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000FA73B623486C2C41153026453C965941;
;N070RIO_S02F;AD700100603230;22;;Rue du Général Charles de Gaulle;;Rioz;70190;70447;931364.89640884;6707450.31146409;0033;ADRNIVX_0000000278285848;;;2018700447000AE0055;931365.323093868;6707445.57518142;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A0800007619F6CA496C2C411107EF933E965941;
;N070RIO_S02F;AD700100603231;1;;Rue de Noirfond;;Rioz;70190;70447;931346.158839779;6707465.19129834;0140;ADRNIVX_0000000354866883;;;2018700447000AE0047;931353.961602057;6707462.64214669;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A08000091725351246C2C41663B3E4C42965941;
;N070RIO_S02F;AD700100603232;3;;Rue de Noirfond;;Rioz;70190;70447;931335.550069061;6707466.56906077;0140;ADRNIVX_0000000354866885;;;2018700447000AE0046;931330.25761447;6707467.80450734;;;;;1;0;1;0;1;0;;7;P;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000E5A6A2190F6C2C41E07D6BA442965941;
;N070RIO_S02F;AD700100603234;4;;Rue Élie Munnier;;Rioz;70190;70447;931387.905041437;6707445.21374309;0067;ADRNIVX_0000002010099572;;;2018700447000AH0110;931417.117628884;6707445.88320239;;;;;6;0;6;0;6;0;;7;I;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000579761CF776C2C4182F7AD4D3D965941;
;N070RIO_S02F;AD700100603235;1;;Rue Élie Munnier;;Rioz;70190;70447;931424.829074586;6707456.78694751;0067;ADRNIVX_0000002010099571;;;2018700447000AH0110;931417.117628884;6707445.88320239;;;;;12;0;12;0;12;0;;7;I;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000CF767CA8C16C2C411A595D3240965941;
;N070RIO_S02F;AD700100603236;31;;Rue du Général Charles de Gaulle;;Rioz;70190;70447;931384.04730663;6707423.44509668;0033;ADRNIVX_0000000278285857;;;2018700447000AH0109;931401.075898298;6707408.4515496;;;;;8;1;8;1;9;1;;7;I;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;HBAITAT 70;Entreprises;;;;01010000206A08000019933818706C2C41CD767CDC37965941;
;N070RIO_S02F;AD700100603237;33;;Rue du Général Charles de Gaulle;;Rioz;70190;70447;931382.531767956;6707405.2586326;0033;ADRNIVX_0000000354866932;;;2018700447000AH0109;931401.075898298;6707408.4515496;;;;;6;0;6;0;6;0;;7;I;;;;;;;f;C;;2018-08-14 09:06:29.989681+02;;;;;;;;;;01010000206A080000B6E343106D6C2C41BB6F8D5033965941;
